movie_name,movie_date,actor,person_dateofbirth
Insidious: Chapter 2,2013-01-01, Lin Shaye,
The Double,2013-01-01,Jesse Eisenberg,
The Double,2013-01-01, Mia Wasikowska,
The Double,2013-01-01, Wallace Shawn,
The Double,2013-01-01, Noah Taylor,
Host,2020-01-01,Haley Bishop,
Host,2020-01-01, Jemma Moore,
Host,2020-01-01, Emma Louise Webb,
Host,2020-01-01, Radina Drandova,
A Perfect Getaway,2009-01-01,Milla Jovovich,
A Perfect Getaway,2009-01-01, Steve Zahn,
A Perfect Getaway,2009-01-01, Timothy Olyphant,
A Perfect Getaway,2009-01-01, Kiele Sanchez,
Blindness,2008-01-01,Julianne Moore,
Blindness,2008-01-01, Mark Ruffalo,
Blindness,2008-01-01, Gael García Bernal,
Blindness,2008-01-01, Yûsuke Iseya,
The Skeleton Key,2005-01-01,Kate Hudson,
The Skeleton Key,2005-01-01, Peter Sarsgaard,
The Skeleton Key,2005-01-01, Joy Bryant,
The Skeleton Key,2005-01-01, Gena Rowlands,
Silent Hill,2006-01-01,Radha Mitchell,
Silent Hill,2006-01-01, Laurie Holden,
Silent Hill,2006-01-01, Sean Bean,
Silent Hill,2006-01-01, Deborah Kara Unger,
Secret Window,2004-01-01,Johnny Depp,
Secret Window,2004-01-01, Maria Bello,
Secret Window,2004-01-01, John Turturro,
Secret Window,2004-01-01, Timothy Hutton,
Dead End,2003-01-01,Ray Wise,
Dead End,2003-01-01, Lin Shaye,
Dead End,2003-01-01, Mick Cain,
Dead End,2003-01-01, Alexandra Holden,
The Blair Witch Project,1999-01-01,Heather Donahue,
The Blair Witch Project,1999-01-01, Michael C. Williams,
The Blair Witch Project,1999-01-01, Joshua Leonard,
The Blair Witch Project,1999-01-01, Bob Griffin,
The Faculty,1998-01-01,Jordana Brewster,
The Faculty,1998-01-01, Clea DuVall,
The Faculty,1998-01-01, Laura Harris,
The Faculty,1998-01-01, Josh Hartnett,
Stealing Beauty,1996-01-01,Jeremy Irons,
Stealing Beauty,1996-01-01, Liv Tyler,
Stealing Beauty,1996-01-01, Carlo Cecchi,
Stealing Beauty,1996-01-01, Sinéad Cusack,
The Exorcist III,1990-01-01,George C. Scott,
The Exorcist III,1990-01-01, Ed Flanders,
The Exorcist III,1990-01-01, Brad Dourif,
The Exorcist III,1990-01-01, Jason Miller,
Unsane,2018-01-01,Claire Foy,
Unsane,2018-01-01, Joshua Leonard,
Unsane,2018-01-01, Jay Pharoah,
Unsane,2018-01-01, Juno Temple,
Ghostland,2018-01-01,Crystal Reed,
Ghostland,2018-01-01, Mylène Farmer,
Ghostland,2018-01-01, Anastasia Phillips,
Ghostland,2018-01-01, Emilia Jones,
A Cure for Wellness,2016-01-01,Dane DeHaan,
A Cure for Wellness,2016-01-01, Jason Isaacs,
A Cure for Wellness,2016-01-01, Mia Goth,
A Cure for Wellness,2016-01-01, Ivo Nandi,
Luckiest Girl Alive,2022-01-01,Mila Kunis,
Luckiest Girl Alive,2022-01-01, Chiara Aurelia,
Luckiest Girl Alive,2022-01-01, Finn Wittrock,
Luckiest Girl Alive,2022-01-01, Connie Britton,
White Bird in a Blizzard,2014-01-01,Shailene Woodley,
White Bird in a Blizzard,2014-01-01, Eva Green,
White Bird in a Blizzard,2014-01-01, Christopher Meloni,
White Bird in a Blizzard,2014-01-01, Angela Bassett,
Europa Report,2013-01-01,Sharlto Copley,
Europa Report,2013-01-01, Michael Nyqvist,
Europa Report,2013-01-01, Christian Camargo,
Europa Report,2013-01-01, Embeth Davidtz,
Before I Fall,2017-01-01,Zoey Deutch,
Before I Fall,2017-01-01, Halston Sage,
Before I Fall,2017-01-01, Cynthy Wu,
Before I Fall,2017-01-01, Medalion Rahimi,
The Awakening,2011-01-01,Rebecca Hall,
The Awakening,2011-01-01, Dominic West,
The Awakening,2011-01-01, Imelda Staunton,
The Awakening,2011-01-01, Lucy Cohu,
The Lucky One,2012-01-01,Zac Efron,
The Lucky One,2012-01-01, Taylor Schilling,
The Lucky One,2012-01-01, Blythe Danner,
The Lucky One,2012-01-01, Riley Thomas Stewart,
Chehre,2021-01-01,Amitabh Bachchan,
Chehre,2021-01-01, Emraan Hashmi,
Chehre,2021-01-01, Krystle D'Souza,
Chehre,2021-01-01, Annu Kapoor,
Alice in Wonderland,2010-01-01,Mia Wasikowska,
Alice in Wonderland,2010-01-01, Johnny Depp,
Alice in Wonderland,2010-01-01, Helena Bonham Carter,
Alice in Wonderland,2010-01-01, Anne Hathaway,
The Mothman Prophecies,2002-01-01,Richard Gere,
The Mothman Prophecies,2002-01-01, Laura Linney,
The Mothman Prophecies,2002-01-01, David Eigenberg,
The Mothman Prophecies,2002-01-01, Bob Tracey,
Session 9,2001-01-01,David Caruso,
Session 9,2001-01-01, Stephen Gevedon,
Session 9,2001-01-01, Paul Guilfoyle,
Session 9,2001-01-01, Josh Lucas,
Wes Craven's New Nightmare,1994-01-01,Heather Langenkamp,
Wes Craven's New Nightmare,1994-01-01, Robert Englund,
Wes Craven's New Nightmare,1994-01-01, Jf Davis,
Wes Craven's New Nightmare,1994-01-01, Miko Hughes,
The People Under the Stairs,1991-01-01,Brandon Quintin Adams,
The People Under the Stairs,1991-01-01, Everett McGill,
The People Under the Stairs,1991-01-01, Wendy Robie,
The People Under the Stairs,1991-01-01, A.J. Langer,
Friday the 13th,1980-01-01,Betsy Palmer,
Friday the 13th,1980-01-01, Adrienne King,
Friday the 13th,1980-01-01, Jeannine Taylor,
Friday the 13th,1980-01-01, Robbi Morgan,
Star Trek: The Motion Picture - The Director's Edition,1979-01-01,William Shatner,
Star Trek: The Motion Picture - The Director's Edition,1979-01-01, Leonard Nimoy,
Star Trek: The Motion Picture - The Director's Edition,1979-01-01, DeForest Kelley,
Star Trek: The Motion Picture - The Director's Edition,1979-01-01, James Doohan,
The Conjuring: The Devil Made Me Do It,2021-01-01,Patrick Wilson,
The Conjuring: The Devil Made Me Do It,2021-01-01, Vera Farmiga,
The Conjuring: The Devil Made Me Do It,2021-01-01, Ruairi O'Connor,
The Conjuring: The Devil Made Me Do It,2021-01-01, Sarah Catherine Hook,
Apostle,2018-01-01,Dan Stevens,
Apostle,2018-01-01, Richard Elfyn,
Apostle,2018-01-01, Paul Higgins,
Apostle,2018-01-01, Bill Milner,
The Ritual,2017-01-01,Rafe Spall,
The Ritual,2017-01-01, Arsher Ali,
The Ritual,2017-01-01, Robert James-Collier,
The Ritual,2017-01-01, Sam Troughton,
Lights Out,2016-01-01,Teresa Palmer,
Lights Out,2016-01-01, Gabriel Bateman,
Lights Out,2016-01-01, Maria Bello,
Lights Out,2016-01-01, Billy Burke,
Paper Towns,2015-01-01,Nat Wolff,
Paper Towns,2015-01-01, Cara Delevingne,
Paper Towns,2015-01-01, Austin Abrams,
Paper Towns,2015-01-01, Justice Smith,
Project Almanac,2015-01-01,Amy Landecker,
Project Almanac,2015-01-01, Sofia Black-D'Elia,
Project Almanac,2015-01-01, Virginia Gardner,
Project Almanac,2015-01-01, Jonny Weston,
The Loft,2014-01-01,Karl Urban,
The Loft,2014-01-01, James Marsden,
The Loft,2014-01-01, Wentworth Miller,
The Loft,2014-01-01, Eric Stonestreet,
While We're Young,2014-01-01,Ben Stiller,
While We're Young,2014-01-01, Naomi Watts,
While We're Young,2014-01-01, Adam Driver,
While We're Young,2014-01-01, Amanda Seyfried,
Before I Go to Sleep,2014-01-01,Nicole Kidman,
Before I Go to Sleep,2014-01-01, Colin Firth,
Before I Go to Sleep,2014-01-01, Mark Strong,
Before I Go to Sleep,2014-01-01, Anne-Marie Duff,
Under the Skin,2013-01-01,Scarlett Johansson,
Under the Skin,2013-01-01, Jeremy McWilliams,
Under the Skin,2013-01-01, Lynsey Taylor Mackay,
Under the Skin,2013-01-01, Dougie McConnell,
Devil,2010-01-01,Chris Messina,
Devil,2010-01-01, Caroline Dhavernas,
Devil,2010-01-01, Bokeem Woodbine,
Devil,2010-01-01, Logan Marshall-Green,
Paranormal Activity,2007-01-01,Katie Featherston,
Paranormal Activity,2007-01-01, Micah Sloat,
Paranormal Activity,2007-01-01, Mark Fredrichs,
Paranormal Activity,2007-01-01, Amber Armstrong,
The House of the Devil,2009-01-01,Jocelin Donahue,
The House of the Devil,2009-01-01, Tom Noonan,
The House of the Devil,2009-01-01, Mary Woronov,
The House of the Devil,2009-01-01, Greta Gerwig,
Scream,2022-01-01,Neve Campbell,
Scream,2022-01-01, Courteney Cox,
Scream,2022-01-01, David Arquette,
Scream,2022-01-01, Melissa Barrera,
Dear John,2010-01-01,Channing Tatum,
Dear John,2010-01-01, Amanda Seyfried,
Dear John,2010-01-01, Richard Jenkins,
Dear John,2010-01-01, Henry Thomas,
The Uninvited,2009-01-01,Emily Browning,
The Uninvited,2009-01-01, Arielle Kebbel,
The Uninvited,2009-01-01, Elizabeth Banks,
The Uninvited,2009-01-01, David Strathairn,
"Hail, Caesar!",2016-01-01,Josh Brolin,
"Hail, Caesar!",2016-01-01, George Clooney,
"Hail, Caesar!",2016-01-01, Alden Ehrenreich,
"Hail, Caesar!",2016-01-01, Ralph Fiennes,
Flightplan,2005-01-01,Jodie Foster,
Flightplan,2005-01-01, Peter Sarsgaard,
Flightplan,2005-01-01, Sean Bean,
Flightplan,2005-01-01, Kate Beahan,
Don't Say a Word,2001-01-01,Michael Douglas,
Don't Say a Word,2001-01-01, Sean Bean,
Don't Say a Word,2001-01-01, Brittany Murphy,
Don't Say a Word,2001-01-01, Skye McCole Bartusiak,
Scream 2,1997-01-01,Neve Campbell,
Scream 2,1997-01-01, Courteney Cox,
Scream 2,1997-01-01, David Arquette,
Scream 2,1997-01-01, Jada Pinkett Smith,
The Vanishing,1993-01-01,Jeff Bridges,
The Vanishing,1993-01-01, Kiefer Sutherland,
The Vanishing,1993-01-01, Nancy Travis,
The Vanishing,1993-01-01, Sandra Bullock,
Happy Death Day 2U,2019-01-01,Jessica Rothe,
Happy Death Day 2U,2019-01-01, Israel Broussard,
Happy Death Day 2U,2019-01-01, Phi Vu,
Happy Death Day 2U,2019-01-01, Suraj Sharma,
Fear Street: 1994,2021-01-01,Kiana Madeira,
Fear Street: 1994,2021-01-01, Olivia Scott Welch,
Fear Street: 1994,2021-01-01, Benjamin Flores Jr.,
Fear Street: 1994,2021-01-01, Julia Rehwald,
The Empty Man,2020-01-01,James Badge Dale,
The Empty Man,2020-01-01, Marin Ireland,
The Empty Man,2020-01-01, Sasha Frolova,
The Empty Man,2020-01-01, Samantha Logan,
Color Out of Space,2019-01-01,Nicolas Cage,
Color Out of Space,2019-01-01, Joely Richardson,
Color Out of Space,2019-01-01, Madeleine Arthur,
Color Out of Space,2019-01-01, Elliot Knight,
It Comes at Night,2017-01-01,Joel Edgerton,
It Comes at Night,2017-01-01, Christopher Abbott,
It Comes at Night,2017-01-01, Carmen Ejogo,
It Comes at Night,2017-01-01, Riley Keough,
Ouija: Origin of Evil,2016-01-01,Elizabeth Reaser,
Ouija: Origin of Evil,2016-01-01, Lulu Wilson,
Ouija: Origin of Evil,2016-01-01, Annalise Basso,
Ouija: Origin of Evil,2016-01-01, Henry Thomas,
The Visit,2015-01-01,Olivia DeJonge,
The Visit,2015-01-01, Ed Oxenbould,
The Visit,2015-01-01, Deanna Dunagan,
The Visit,2015-01-01, Peter McRobbie,
Scary Stories to Tell in the Dark,2019-01-01,Zoe Margaret Colletti,
Scary Stories to Tell in the Dark,2019-01-01, Michael Garza,
Scary Stories to Tell in the Dark,2019-01-01, Gabriel Rush,
Scary Stories to Tell in the Dark,2019-01-01, Austin Abrams,
Berlin Syndrome,2017-01-01,Teresa Palmer,
Berlin Syndrome,2017-01-01, Max Riemelt,
Berlin Syndrome,2017-01-01, Matthias Habich,
Berlin Syndrome,2017-01-01, Emma Bading,
"As Above, So Below",2014-01-01,Perdita Weeks,
"As Above, So Below",2014-01-01, Ben Feldman,
"As Above, So Below",2014-01-01, Edwin Hodge,
"As Above, So Below",2014-01-01, François Civil,
Alice Through the Looking Glass,2016-01-01,Mia Wasikowska,
Alice Through the Looking Glass,2016-01-01, Johnny Depp,
Alice Through the Looking Glass,2016-01-01, Helena Bonham Carter,
Alice Through the Looking Glass,2016-01-01, Anne Hathaway,
Open Grave,2013-01-01,Sharlto Copley,
Open Grave,2013-01-01, Thomas Kretschmann,
Open Grave,2013-01-01, Josie Ho,
Open Grave,2013-01-01, Joseph Morgan,
Red Lights,2012-01-01,Sigourney Weaver,
Red Lights,2012-01-01, Robert De Niro,
Red Lights,2012-01-01, Cillian Murphy,
Red Lights,2012-01-01, Elizabeth Olsen,
Scream 4,2011-01-01,Neve Campbell,
Scream 4,2011-01-01, Courteney Cox,
Scream 4,2011-01-01, David Arquette,
Scream 4,2011-01-01, Lucy Hale,
Dorian Gray,2009-01-01,Ben Barnes,
Dorian Gray,2009-01-01, Colin Firth,
Dorian Gray,2009-01-01, Rebecca Hall,
Dorian Gray,2009-01-01, John Hollingworth,
The Thing,2011-01-01,Mary Elizabeth Winstead,
The Thing,2011-01-01, Joel Edgerton,
The Thing,2011-01-01, Ulrich Thomsen,
The Thing,2011-01-01, Eric Christian Olsen,
The Nines,2007-01-01,Ryan Reynolds,
The Nines,2007-01-01, Hope Davis,
The Nines,2007-01-01, Melissa McCarthy,
The Nines,2007-01-01, Elle Fanning,
Case 39,2009-01-01,Renée Zellweger,
Case 39,2009-01-01, Ian McShane,
Case 39,2009-01-01, Jodelle Ferland,
Case 39,2009-01-01, Bradley Cooper,
Birth,2004-01-01,Nicole Kidman,
Birth,2004-01-01, Cameron Bright,
Birth,2004-01-01, Lauren Bacall,
Birth,2004-01-01, Danny Huston,
Solaris,2002-01-01,George Clooney,
Solaris,2002-01-01, Natascha McElhone,
Solaris,2002-01-01, Ulrich Tukur,
Solaris,2002-01-01, Viola Davis,
Jeepers Creepers,2001-01-01,Gina Philips,
Jeepers Creepers,2001-01-01, Justin Long,
Jeepers Creepers,2001-01-01, Jonathan Breck,
Jeepers Creepers,2001-01-01, Patricia Belcher,
The Hole,2001-01-01,Thora Birch,
The Hole,2001-01-01, Desmond Harrington,
The Hole,2001-01-01, Daniel Brocklebank,
The Hole,2001-01-01, Laurence Fox,
The Arrival,1996-01-01,Charlie Sheen,
The Arrival,1996-01-01, Lindsay Crouse,
The Arrival,1996-01-01, Richard Schiff,
The Arrival,1996-01-01, Shane,
Brightburn,2019-01-01,Elizabeth Banks,
Brightburn,2019-01-01, David Denman,
Brightburn,2019-01-01, Jackson A. Dunn,
Brightburn,2019-01-01, Abraham Clinkscales,
Personal Shopper,2016-01-01,Kristen Stewart,
Personal Shopper,2016-01-01, Lars Eidinger,
Personal Shopper,2016-01-01, Sigrid Bouaziz,
Personal Shopper,2016-01-01, Anders Danielsen Lie,
Insidious: Chapter 3,2015-01-01,Dermot Mulroney,
Insidious: Chapter 3,2015-01-01, Stefanie Scott,
Insidious: Chapter 3,2015-01-01, Angus Sampson,
Insidious: Chapter 3,2015-01-01, Leigh Whannell,
Winter's Tale,2014-01-01,Colin Farrell,
Winter's Tale,2014-01-01, Jessica Brown Findlay,
Winter's Tale,2014-01-01, Russell Crowe,
Winter's Tale,2014-01-01, Jennifer Connelly,
Grave Encounters,2011-01-01,Ben Wilkinson,
Grave Encounters,2011-01-01, Sean Rogerson,
Grave Encounters,2011-01-01, Ashleigh Gryzko,
Grave Encounters,2011-01-01, Merwin Mondesir,
Mirrors,2008-01-01,Kiefer Sutherland,
Mirrors,2008-01-01, Paula Patton,
Mirrors,2008-01-01, Amy Smart,
Mirrors,2008-01-01, Cameron Boyce,
The Strangers,2008-01-01,Scott Speedman,
The Strangers,2008-01-01, Liv Tyler,
The Strangers,2008-01-01, Gemma Ward,
The Strangers,2008-01-01, Alex Fisher,
Dead Silence,2007-01-01,Ryan Kwanten,
Dead Silence,2007-01-01, Amber Valletta,
Dead Silence,2007-01-01, Donnie Wahlberg,
Dead Silence,2007-01-01, Michael Fairman,
Dragonfly,2002-01-01,Kevin Costner,
Dragonfly,2002-01-01, Susanna Thompson,
Dragonfly,2002-01-01, Joe Morton,
Dragonfly,2002-01-01, Ron Rifkin,
Relic,2020-01-01,Robyn Nevin,
Relic,2020-01-01, Emily Mortimer,
Relic,2020-01-01, Bella Heathcote,
Relic,2020-01-01, Steve Rodgers,
The Lodge,2019-01-01,Riley Keough,
The Lodge,2019-01-01, Jaeden Martell,
The Lodge,2019-01-01, Lia McHugh,
The Lodge,2019-01-01, Richard Armitage,
Unfriended: Dark Web,2018-01-01,Colin Woodell,
Unfriended: Dark Web,2018-01-01, Stephanie Nogueras,
Unfriended: Dark Web,2018-01-01, Betty Gabriel,
Unfriended: Dark Web,2018-01-01, Rebecca Rittenhouse,
The Boy,2016-01-01,Lauren Cohan,
The Boy,2016-01-01, Rupert Evans,
The Boy,2016-01-01, James Russell,
The Boy,2016-01-01, Jim Norton,
The Taking,2014-01-01,Jill Larson,
The Taking,2014-01-01, Anne Ramsay,
The Taking,2014-01-01, Michelle Ang,
The Taking,2014-01-01, Brett Gentile,
Circle,2015-01-01,Allegra Masters,
Circle,2015-01-01, Aimee McKay,
Circle,2015-01-01, Ashley Key,
Circle,2015-01-01, Autumn Federici,
The Signal,2014-01-01,Brenton Thwaites,
The Signal,2014-01-01, Olivia Cooke,
The Signal,2014-01-01, Beau Knapp,
The Signal,2014-01-01, Laurence Fishburne,
Greta,2018-01-01,Isabelle Huppert,
Greta,2018-01-01, Chloë Grace Moretz,
Greta,2018-01-01, Maika Monroe,
Greta,2018-01-01, Jane Perry,
The Zero Theorem,2013-01-01,Christoph Waltz,
The Zero Theorem,2013-01-01, Lucas Hedges,
The Zero Theorem,2013-01-01, Mélanie Thierry,
The Zero Theorem,2013-01-01, David Thewlis,
Rebecca,2020-01-01,Lily James,
Rebecca,2020-01-01, Armie Hammer,
Rebecca,2020-01-01, Kristin Scott Thomas,
Rebecca,2020-01-01, Keeley Hawes,
The House with a Clock in Its Walls,2018-01-01,Jack Black,
The House with a Clock in Its Walls,2018-01-01, Cate Blanchett,
The House with a Clock in Its Walls,2018-01-01, Owen Vaccaro,
The House with a Clock in Its Walls,2018-01-01, Kyle MacLachlan,
Dream House,2011-01-01,Daniel Craig,
Dream House,2011-01-01, Rachel Weisz,
Dream House,2011-01-01, Naomi Watts,
Dream House,2011-01-01, Elias Koteas,
Saw VI,2009-01-01,Tobin Bell,
Saw VI,2009-01-01, Costas Mandylor,
Saw VI,2009-01-01, Mark Rolston,
Saw VI,2009-01-01, Betsy Russell,
The Rite,2011-01-01,Colin O'Donoghue,
The Rite,2011-01-01, Anthony Hopkins,
The Rite,2011-01-01, Ciarán Hinds,
The Rite,2011-01-01, Alice Braga,
Hellraiser,2022-01-01,Odessa A’zion,
Hellraiser,2022-01-01, Jamie Clayton,
Hellraiser,2022-01-01, Adam Faison,
Hellraiser,2022-01-01, Drew Starkey,
The Midnight Meat Train,2008-01-01,Vinnie Jones,
The Midnight Meat Train,2008-01-01, Bradley Cooper,
The Midnight Meat Train,2008-01-01, Leslie Bibb,
The Midnight Meat Train,2008-01-01, Brooke Shields,
The Good German,2006-01-01,George Clooney,
The Good German,2006-01-01, Cate Blanchett,
The Good German,2006-01-01, Tobey Maguire,
The Good German,2006-01-01, Beau Bridges,
Original Sin,2001-01-01,Antonio Banderas,
Original Sin,2001-01-01, Angelina Jolie,
Original Sin,2001-01-01, Thomas Jane,
Original Sin,2001-01-01, Jack Thompson,
Friday the 13th Part 2,1981-01-01,Betsy Palmer,
Friday the 13th Part 2,1981-01-01, Amy Steel,
Friday the 13th Part 2,1981-01-01, John Furey,
Friday the 13th Part 2,1981-01-01, Adrienne King,
Cam,2018-01-01,Madeline Brewer,
Cam,2018-01-01, Patch Darragh,
Cam,2018-01-01, Melora Walters,
Cam,2018-01-01, Devin Druid,
Annabelle Comes Home,2019-01-01,Vera Farmiga,
Annabelle Comes Home,2019-01-01, Patrick Wilson,
Annabelle Comes Home,2019-01-01, Mckenna Grace,
Annabelle Comes Home,2019-01-01, Madison Iseman,
Antlers,2021-01-01,Keri Russell,
Antlers,2021-01-01, Jesse Plemons,
Antlers,2021-01-01, Jeremy T. Thomas,
Antlers,2021-01-01, Graham Greene,
The Fourth Kind,2009-01-01,Milla Jovovich,
The Fourth Kind,2009-01-01, Elias Koteas,
The Fourth Kind,2009-01-01, Will Patton,
The Fourth Kind,2009-01-01, Hakeem Kae-Kazim,
After.Life,2009-01-01,Christina Ricci,
After.Life,2009-01-01, Liam Neeson,
After.Life,2009-01-01, Justin Long,
After.Life,2009-01-01, Chandler Canterbury,
Premonition,2007-01-01,Sandra Bullock,
Premonition,2007-01-01, Julian McMahon,
Premonition,2007-01-01, Amber Valletta,
Premonition,2007-01-01, Shyann McClure,
The Possession,2012-01-01,Natasha Calis,
The Possession,2012-01-01, Jeffrey Dean Morgan,
The Possession,2012-01-01, Kyra Sedgwick,
The Possession,2012-01-01, Madison Davenport,
The Grudge,2004-01-01,Sarah Michelle Gellar,
The Grudge,2004-01-01, Jason Behr,
The Grudge,2004-01-01, Clea DuVall,
The Grudge,2004-01-01, William Mapother,
Hide and Seek,2005-01-01,Robert De Niro,
Hide and Seek,2005-01-01, Dakota Fanning,
Hide and Seek,2005-01-01, Famke Janssen,
Hide and Seek,2005-01-01, Elisabeth Shue,
Vivarium,2019-01-01,Imogen Poots,
Vivarium,2019-01-01, Danielle Ryan,
Vivarium,2019-01-01, Molly McCann,
Vivarium,2019-01-01, Jesse Eisenberg,
Eli,2019-01-01,Charlie Shotwell,
Eli,2019-01-01, Kelly Reilly,
Eli,2019-01-01, Max Martini,
Eli,2019-01-01, Lili Taylor,
High Life,2018-01-01,Robert Pattinson,
High Life,2018-01-01, Juliette Binoche,
High Life,2018-01-01, André 3000,
High Life,2018-01-01, Mia Goth,
The Prodigy,2019-01-01,Taylor Schilling,
The Prodigy,2019-01-01, Jackson Robert Scott,
The Prodigy,2019-01-01, Peter Mooney,
The Prodigy,2019-01-01, Colm Feore,
The Void,2016-01-01,Aaron Poole,
The Void,2016-01-01, Kenneth Welsh,
The Void,2016-01-01, Ellen Wong,
The Void,2016-01-01, Kathleen Munroe,
Reminiscence,2021-01-01,Hugh Jackman,
Reminiscence,2021-01-01, Rebecca Ferguson,
Reminiscence,2021-01-01, Thandiwe Newton,
Reminiscence,2021-01-01, Cliff Curtis,
Paranormal Activity 3,2011-01-01,Chloe Csengery,
Paranormal Activity 3,2011-01-01, Jessica Tyler Brown,
Paranormal Activity 3,2011-01-01, Christopher Nicholas Smith,
Paranormal Activity 3,2011-01-01, Lauren Bittner,
Old,2021-01-01,Gael García Bernal,
Old,2021-01-01, Vicky Krieps,
Old,2021-01-01, Rufus Sewell,
Old,2021-01-01, Alex Wolff,
Antebellum,2020-01-01,Janelle Monáe,
Antebellum,2020-01-01, Eric Lange,
Antebellum,2020-01-01, Jena Malone,
Antebellum,2020-01-01, Jack Huston,
The Haunting in Connecticut,2009-01-01,Virginia Madsen,
The Haunting in Connecticut,2009-01-01, Martin Donovan,
The Haunting in Connecticut,2009-01-01, Elias Koteas,
The Haunting in Connecticut,2009-01-01, Kyle Gallner,
Passengers,2008-01-01,Anne Hathaway,
Passengers,2008-01-01, Patrick Wilson,
Passengers,2008-01-01, David Morse,
Passengers,2008-01-01, Andre Braugher,
Cry Wolf,2005-01-01,Julian Morris,
Cry Wolf,2005-01-01, Lindy Booth,
Cry Wolf,2005-01-01, Jared Padalecki,
Cry Wolf,2005-01-01, Erica Yates,
Without a Paddle,2004-01-01,Matthew Lillard,
Without a Paddle,2004-01-01, Seth Green,
Without a Paddle,2004-01-01, Dax Shepard,
Without a Paddle,2004-01-01, Matthew Price,
The Forgotten,2004-01-01,Julianne Moore,
The Forgotten,2004-01-01, Dominic West,
The Forgotten,2004-01-01, Christopher Kovaleski,
The Forgotten,2004-01-01, Matthew Pleszewicz,
Gothika,2003-01-01,Halle Berry,
Gothika,2003-01-01, Penélope Cruz,
Gothika,2003-01-01, Robert Downey Jr.,
Gothika,2003-01-01, Charles S. Dutton,
The Relic,1997-01-01,Penelope Ann Miller,
The Relic,1997-01-01, Tom Sizemore,
The Relic,1997-01-01, Linda Hunt,
The Relic,1997-01-01, James Whitmore,
I Know What You Did Last Summer,1997-01-01,Jennifer Love Hewitt,
I Know What You Did Last Summer,1997-01-01, Sarah Michelle Gellar,
I Know What You Did Last Summer,1997-01-01, Anne Heche,
I Know What You Did Last Summer,1997-01-01, Ryan Phillippe,
Velvet Buzzsaw,2019-01-01,Jake Gyllenhaal,
Velvet Buzzsaw,2019-01-01, Rene Russo,
Velvet Buzzsaw,2019-01-01, Zawe Ashton,
Velvet Buzzsaw,2019-01-01, Tom Sturridge,
Insidious: The Last Key,2018-01-01,Lin Shaye,
Insidious: The Last Key,2018-01-01, Leigh Whannell,
Insidious: The Last Key,2018-01-01, Angus Sampson,
Insidious: The Last Key,2018-01-01, Kirk Acevedo,
Honeymoon,2014-01-01,Rose Leslie,
Honeymoon,2014-01-01, Harry Treadaway,
Honeymoon,2014-01-01, Ben Huber,
Honeymoon,2014-01-01, Hanna Brown,
The Dyatlov Pass Incident,2013-01-01,Holly Goss,
The Dyatlov Pass Incident,2013-01-01, Matt Stokoe,
The Dyatlov Pass Incident,2013-01-01, Luke Albright,
The Dyatlov Pass Incident,2013-01-01, Ryan Hawley,
Paranormal Activity 2,2010-01-01,Katie Featherston,
Paranormal Activity 2,2010-01-01, Micah Sloat,
Paranormal Activity 2,2010-01-01, Molly Ephraim,
Paranormal Activity 2,2010-01-01, David Bierend,
The Last Exorcism,2010-01-01,Patrick Fabian,
The Last Exorcism,2010-01-01, Ashley Bell,
The Last Exorcism,2010-01-01, Iris Bahr,
The Last Exorcism,2010-01-01, Louis Herthum,
The Rental,2020-01-01,Dan Stevens,
The Rental,2020-01-01, Alison Brie,
The Rental,2020-01-01, Sheila Vand,
The Rental,2020-01-01, Jeremy Allen White,
Pet Sematary,2019-01-01,Jason Clarke,
Pet Sematary,2019-01-01, Amy Seimetz,
Pet Sematary,2019-01-01, John Lithgow,
Pet Sematary,2019-01-01, Jeté Laurence,
Ma,2019-01-01,Octavia Spencer,
Ma,2019-01-01, Diana Silvers,
Ma,2019-01-01, Juliette Lewis,
Ma,2019-01-01, McKaley Miller,
Unfriended,2014-01-01,Heather Sossaman,
Unfriended,2014-01-01, Matthew Bohrer,
Unfriended,2014-01-01, Courtney Halverson,
Unfriended,2014-01-01, Shelley Hennig,
Dark Water,2005-01-01,Jennifer Connelly,
Dark Water,2005-01-01, Ariel Gade,
Dark Water,2005-01-01, John C. Reilly,
Dark Water,2005-01-01, Tim Roth,
Creep,2004-01-01,Franka Potente,
Creep,2004-01-01, Sean Harris,
Creep,2004-01-01, Vas Blackwood,
Creep,2004-01-01, Ken Campbell,
Cube Zero,2004-01-01,Zachary Bennett,
Cube Zero,2004-01-01, Stephanie Moore,
Cube Zero,2004-01-01, Martin Roach,
Cube Zero,2004-01-01, Michael Riley,
The Box,2009-01-01,Cameron Diaz,
The Box,2009-01-01, James Marsden,
The Box,2009-01-01, Frank Langella,
The Box,2009-01-01, James Rebhorn,
Club Dread,2004-01-01,Jay Chandrasekhar,
Club Dread,2004-01-01, Bill Paxton,
Club Dread,2004-01-01, Kevin Heffernan,
Club Dread,2004-01-01, Elena Lyons,
Urban Legend,1998-01-01,Jared Leto,
Urban Legend,1998-01-01, Alicia Witt,
Urban Legend,1998-01-01, Rebecca Gayheart,
Urban Legend,1998-01-01, Michael Rosenbaum,
Scream 3,2000-01-01,David Arquette,
Scream 3,2000-01-01, Neve Campbell,
Scream 3,2000-01-01, Courteney Cox,
Scream 3,2000-01-01, Liev Schreiber,
Gretel & Hansel,2020-01-01,Sophia Lillis,
Gretel & Hansel,2020-01-01, Samuel Leakey,
