movie_name,movie_date,award_year,award_category,award_winner
Avatar,2009,2010,ART DIRECTION,True
Avatar,2009,2010,CINEMATOGRAPHY,True
The Young Victoria,2009,2010,COSTUME DESIGN,True
The Hurt Locker,2009,2010,DIRECTING,True
The Cove,2009,2010,DOCUMENTARY (Feature),True
Music by Prudence,2009,2010,DOCUMENTARY (Short Subject),True
The Hurt Locker,2009,2010,FILM EDITING,True
The Secret in Their Eyes,2009,2010,FOREIGN LANGUAGE FILM,True
Star Trek,2009,2010,MAKEUP,True
Up,2009,2010,MUSIC (Original Score),True
Crazy Heart,2009,2010,MUSIC (Original Song),True
The Hurt Locker,2009,2010,BEST PICTURE,True
Logorama,2009,2010,SHORT FILM (Animated),True
The New Tenants,2009,2010,SHORT FILM (Live Action),True
The Hurt Locker,2009,2010,SOUND EDITING,True
The Hurt Locker,2009,2010,SOUND MIXING,True
Avatar,2009,2010,VISUAL EFFECTS,True
Precious: Based on the Novel 'Push' by Sapphire,2009,2010,WRITING (Adapted Screenplay),True
The Hurt Locker,2009,2010,WRITING (Original Screenplay),True
The King's Speech,2010,2011,ACTOR IN A LEADING ROLE,True
The Fighter,2010,2011,ACTOR IN A SUPPORTING ROLE,True
Black Swan,2010,2011,ACTRESS IN A LEADING ROLE,True
Toy Story 3,2010,2011,ANIMATED FEATURE FILM,True
Alice in Wonderland,2010,2011,ART DIRECTION,True
Inception,2010,2011,CINEMATOGRAPHY,True
Alice in Wonderland,2010,2011,COSTUME DESIGN,True
The King's Speech,2010,2011,DIRECTING,True
Inside Job,2010,2011,DOCUMENTARY (Feature),True
Strangers No More,2010,2011,DOCUMENTARY (Short Subject),True
The Social Network,2010,2011,FILM EDITING,True
In a Better World,2010,2011,FOREIGN LANGUAGE FILM,True
The Wolfman,2010,2011,MAKEUP,True
The Social Network,2010,2011,MUSIC (Original Score),True
Toy Story 3,2010,2011,MUSIC (Original Song),True
The King's Speech,2010,2011,BEST PICTURE,True
The Lost Thing,2010,2011,SHORT FILM (Animated),True
God of Love,2010,2011,SHORT FILM (Live Action),True
Inception,2010,2011,SOUND EDITING,True
Inception,2010,2011,SOUND MIXING,True
Inception,2010,2011,VISUAL EFFECTS,True
The Social Network,2010,2011,WRITING (Adapted Screenplay),True
The King's Speech,2010,2011,WRITING (Original Screenplay),True
The Artist,2011,2012,ACTOR IN A LEADING ROLE,True
Beginners,2011,2012,ACTOR IN A SUPPORTING ROLE,True
The Iron Lady,2011,2012,ACTRESS IN A LEADING ROLE,True
Rango,2011,2012,ANIMATED FEATURE FILM,True
Hugo,2011,2012,ART DIRECTION,True
Hugo,2011,2012,CINEMATOGRAPHY,True
The Artist,2011,2012,COSTUME DESIGN,True
The Artist,2011,2012,DIRECTING,True
Undefeated,2011,2012,DOCUMENTARY (Feature),True
Saving Face,2011,2012,DOCUMENTARY (Short Subject),True
The Girl with the Dragon Tattoo,2011,2012,FILM EDITING,True
A Separation,2011,2012,FOREIGN LANGUAGE FILM,True
The Iron Lady,2011,2012,MAKEUP,True
The Artist,2011,2012,MUSIC (Original Score),True
The Muppets,2011,2012,MUSIC (Original Song),True
The Artist,2011,2012,BEST PICTURE,True
The Fantastic Flying Books of Mr. Morris Lessmore,2011,2012,SHORT FILM (Animated),True
The Shore,2011,2012,SHORT FILM (Live Action),True
Hugo,2011,2012,SOUND EDITING,True
Hugo,2011,2012,SOUND MIXING,True
Hugo,2011,2012,VISUAL EFFECTS,True
The Descendants,2011,2012,WRITING (Adapted Screenplay),True
Midnight in Paris,2011,2012,WRITING (Original Screenplay),True
Lincoln,2012,2013,ACTOR IN A LEADING ROLE,True
Django Unchained,2012,2013,ACTOR IN A SUPPORTING ROLE,True
Silver Linings Playbook,2012,2013,ACTRESS IN A LEADING ROLE,True
Les Misérables,2012,2013,ACTRESS IN A SUPPORTING ROLE,True
Brave,2012,2013,ANIMATED FEATURE FILM,True
Life of Pi,2012,2013,CINEMATOGRAPHY,True
Anna Karenina,2012,2013,COSTUME DESIGN,True
Life of Pi,2012,2013,DIRECTING,True
Searching for Sugar Man,2012,2013,DOCUMENTARY (Feature),True
Inocente,2012,2013,DOCUMENTARY (Short Subject),True
Argo,2012,2013,FILM EDITING,True
Amour,2012,2013,FOREIGN LANGUAGE FILM,True
Les Misérables,2012,2013,MAKEUP AND HAIRSTYLING,True
Life of Pi,2012,2013,MUSIC (Original Score),True
Skyfall,2012,2013,MUSIC (Original Song),True
Argo,2012,2013,BEST PICTURE,True
Lincoln,2012,2013,PRODUCTION DESIGN,True
Paperman,2012,2013,SHORT FILM (Animated),True
Curfew,2012,2013,SHORT FILM (Live Action),True
Skyfall,2012,2013,SOUND EDITING,True
Zero Dark Thirty,2012,2013,SOUND EDITING,True
Les Misérables,2012,2013,SOUND MIXING,True
Life of Pi,2012,2013,VISUAL EFFECTS,True
Argo,2012,2013,WRITING (Adapted Screenplay),True
Django Unchained,2012,2013,WRITING (Original Screenplay),True
Dallas Buyers Club,2013,2014,ACTOR IN A LEADING ROLE,True
Dallas Buyers Club,2013,2014,ACTOR IN A SUPPORTING ROLE,True
Blue Jasmine,2013,2014,ACTRESS IN A LEADING ROLE,True
12 Years a Slave,2013,2014,ACTRESS IN A SUPPORTING ROLE,True
Frozen,2013,2014,ANIMATED FEATURE FILM,True
Gravity,2013,2014,CINEMATOGRAPHY,True
The Great Gatsby,2013,2014,COSTUME DESIGN,True
Gravity,2013,2014,DIRECTING,True
20 Feet from Stardom,2013,2014,DOCUMENTARY (Feature),True
The Lady in Number 6: Music Saved My Life,2013,2014,DOCUMENTARY (Short Subject),True
Gravity,2013,2014,FILM EDITING,True
The Great Beauty,2013,2014,FOREIGN LANGUAGE FILM,True
Dallas Buyers Club,2013,2014,MAKEUP AND HAIRSTYLING,True
Gravity,2013,2014,MUSIC (Original Score),True
Frozen,2013,2014,MUSIC (Original Song),True
12 Years a Slave,2013,2014,BEST PICTURE,True
The Great Gatsby,2013,2014,PRODUCTION DESIGN,True
Mr. Hublot,2013,2014,SHORT FILM (Animated),True
Helium,2013,2014,SHORT FILM (Live Action),True
Gravity,2013,2014,SOUND EDITING,True
Gravity,2013,2014,SOUND MIXING,True
Gravity,2013,2014,VISUAL EFFECTS,True
12 Years a Slave,2013,2014,WRITING (Adapted Screenplay),True
Her,2013,2014,WRITING (Original Screenplay),True
The Theory of Everything,2014,2015,ACTOR IN A LEADING ROLE,True
Whiplash,2014,2015,ACTOR IN A SUPPORTING ROLE,True
Still Alice,2014,2015,ACTRESS IN A LEADING ROLE,True
Boyhood,2014,2015,ACTRESS IN A SUPPORTING ROLE,True
Big Hero 6,2014,2015,ANIMATED FEATURE FILM,True
Birdman or (The Unexpected Virtue of Ignorance),2014,2015,CINEMATOGRAPHY,True
The Grand Budapest Hotel,2014,2015,COSTUME DESIGN,True
Birdman or (The Unexpected Virtue of Ignorance),2014,2015,DIRECTING,True
CitizenFour,2014,2015,DOCUMENTARY (Feature),True
Crisis Hotline: Veterans Press 1,2014,2015,DOCUMENTARY (Short Subject),True
Whiplash,2014,2015,FILM EDITING,True
Ida,2014,2015,FOREIGN LANGUAGE FILM,True
The Grand Budapest Hotel,2014,2015,MAKEUP AND HAIRSTYLING,True
The Grand Budapest Hotel,2014,2015,MUSIC (Original Score),True
Selma,2014,2015,MUSIC (Original Song),True
Birdman or (The Unexpected Virtue of Ignorance),2014,2015,BEST PICTURE,True
The Grand Budapest Hotel,2014,2015,PRODUCTION DESIGN,True
Feast,2014,2015,SHORT FILM (Animated),True
The Phone Call,2014,2015,SHORT FILM (Live Action),True
American Sniper,2014,2015,SOUND EDITING,True
Whiplash,2014,2015,SOUND MIXING,True
Interstellar,2014,2015,VISUAL EFFECTS,True
The Imitation Game,2014,2015,WRITING (Adapted Screenplay),True
Birdman or (The Unexpected Virtue of Ignorance),2014,2015,WRITING (Original Screenplay),True
The Revenant,2015,2016,ACTOR IN A LEADING ROLE,True
Bridge of Spies,2015,2016,ACTOR IN A SUPPORTING ROLE,True
Room,2015,2016,ACTRESS IN A LEADING ROLE,True
The Danish Girl,2015,2016,ACTRESS IN A SUPPORTING ROLE,True
Inside Out,2015,2016,ANIMATED FEATURE FILM,True
The Revenant,2015,2016,CINEMATOGRAPHY,True
Mad Max: Fury Road,2015,2016,COSTUME DESIGN,True
The Revenant,2015,2016,DIRECTING,True
Amy,2015,2016,DOCUMENTARY (Feature),True
A Girl in the River: The Price of Forgiveness,2015,2016,DOCUMENTARY (Short Subject),True
Mad Max: Fury Road,2015,2016,FILM EDITING,True
Son of Saul,2015,2016,FOREIGN LANGUAGE FILM,True
Mad Max: Fury Road,2015,2016,MAKEUP AND HAIRSTYLING,True
The Hateful Eight,2015,2016,MUSIC (Original Score),True
Spectre,2015,2016,MUSIC (Original Song),True
Spotlight,2015,2016,BEST PICTURE,True
Mad Max: Fury Road,2015,2016,PRODUCTION DESIGN,True
Bear Story,2015,2016,SHORT FILM (Animated),True
Stutterer,2015,2016,SHORT FILM (Live Action),True
Mad Max: Fury Road,2015,2016,SOUND EDITING,True
Mad Max: Fury Road,2015,2016,SOUND MIXING,True
Ex Machina,2015,2016,VISUAL EFFECTS,True
The Big Short,2015,2016,WRITING (Adapted Screenplay),True
Spotlight,2015,2016,WRITING (Original Screenplay),True
Manchester by the Sea,2016,2017,ACTOR IN A LEADING ROLE,True
Moonlight,2016,2017,ACTOR IN A SUPPORTING ROLE,True
La La Land,2016,2017,ACTRESS IN A LEADING ROLE,True
Fences,2016,2017,ACTRESS IN A SUPPORTING ROLE,True
Zootopia,2016,2017,ANIMATED FEATURE FILM,True
La La Land,2016,2017,CINEMATOGRAPHY,True
Fantastic Beasts and Where to Find Them,2016,2017,COSTUME DESIGN,True
La La Land,2016,2017,DIRECTING,True
O.J.: Made in America,2016,2017,DOCUMENTARY (Feature),True
The White Helmets,2016,2017,DOCUMENTARY (Short Subject),True
Hacksaw Ridge,2016,2017,FILM EDITING,True
The Salesman,2016,2017,FOREIGN LANGUAGE FILM,True
Suicide Squad,2016,2017,MAKEUP AND HAIRSTYLING,True
La La Land,2016,2017,MUSIC (Original Score),True
Moonlight,2016,2017,BEST PICTURE,True
La La Land,2016,2017,PRODUCTION DESIGN,True
Piper,2016,2017,SHORT FILM (Animated),True
Sing,2016,2017,SHORT FILM (Live Action),True
Arrival,2016,2017,SOUND EDITING,True
Hacksaw Ridge,2016,2017,SOUND MIXING,True
The Jungle Book,2016,2017,VISUAL EFFECTS,True
Moonlight,2016,2017,WRITING (Adapted Screenplay),True
Manchester by the Sea,2016,2017,WRITING (Original Screenplay),True
Darkest Hour,2017,2018,ACTOR IN A LEADING ROLE,True
"Three Billboards outside Ebbing, Missouri",2017,2018,ACTRESS IN A LEADING ROLE,True
"I, Tonya",2017,2018,ACTRESS IN A SUPPORTING ROLE,True
Coco,2017,2018,ANIMATED FEATURE FILM,True
Blade Runner 2049,2017,2018,CINEMATOGRAPHY,True
Phantom Thread,2017,2018,COSTUME DESIGN,True
The Shape of Water,2017,2018,DIRECTING,True
Icarus,2017,2018,DOCUMENTARY (Feature),True
Heaven Is a Traffic Jam on the 405,2017,2018,DOCUMENTARY (Short Subject),True
Dunkirk,2017,2018,FILM EDITING,True
A Fantastic Woman,2017,2018,FOREIGN LANGUAGE FILM,True
Darkest Hour,2017,2018,MAKEUP AND HAIRSTYLING,True
The Shape of Water,2017,2018,MUSIC (Original Score),True
Coco,2017,2018,MUSIC (Original Song),True
The Shape of Water,2017,2018,BEST PICTURE,True
The Shape of Water,2017,2018,PRODUCTION DESIGN,True
Dear Basketball,2017,2018,SHORT FILM (Animated),True
The Silent Child,2017,2018,SHORT FILM (Live Action),True
Dunkirk,2017,2018,SOUND EDITING,True
Dunkirk,2017,2018,SOUND MIXING,True
Blade Runner 2049,2017,2018,VISUAL EFFECTS,True
Call Me by Your Name,2017,2018,WRITING (Adapted Screenplay),True
Get Out,2017,2018,WRITING (Original Screenplay),True
Bohemian Rhapsody,2018,2019,ACTOR IN A LEADING ROLE,True
Green Book,2018,2019,ACTOR IN A SUPPORTING ROLE,True
The Favourite,2018,2019,ACTRESS IN A LEADING ROLE,True
If Beale Street Could Talk,2018,2019,ACTRESS IN A SUPPORTING ROLE,True
Spider-Man: Into the Spider-Verse,2018,2019,ANIMATED FEATURE FILM,True
Roma,2018,2019,CINEMATOGRAPHY,True
Black Panther,2018,2019,COSTUME DESIGN,True
Roma,2018,2019,DIRECTING,True
Free Solo,2018,2019,DOCUMENTARY (Feature),True
Period. End of Sentence.,2018,2019,DOCUMENTARY (Short Subject),True
Bohemian Rhapsody,2018,2019,FILM EDITING,True
Roma,2018,2019,FOREIGN LANGUAGE FILM,True
Vice,2018,2019,MAKEUP AND HAIRSTYLING,True
Black Panther,2018,2019,MUSIC (Original Score),True
A Star Is Born,2018,2019,MUSIC (Original Song),True
Green Book,2018,2019,BEST PICTURE,True
Black Panther,2018,2019,PRODUCTION DESIGN,True
Bao,2018,2019,SHORT FILM (Animated),True
Skin,2018,2019,SHORT FILM (Live Action),True
Bohemian Rhapsody,2018,2019,SOUND EDITING,True
Bohemian Rhapsody,2018,2019,SOUND MIXING,True
First Man,2018,2019,VISUAL EFFECTS,True
BlacKkKlansman,2018,2019,WRITING (Adapted Screenplay),True
Green Book,2018,2019,WRITING (Original Screenplay),True
Joker,2019,2020,ACTOR IN A LEADING ROLE,True
Once upon a Time...in Hollywood,2019,2020,ACTOR IN A SUPPORTING ROLE,True
Judy,2019,2020,ACTRESS IN A LEADING ROLE,True
Marriage Story,2019,2020,ACTRESS IN A SUPPORTING ROLE,True
Toy Story 4,2019,2020,ANIMATED FEATURE FILM,True
1917,2019,2020,CINEMATOGRAPHY,True
Little Women,2019,2020,COSTUME DESIGN,True
Parasite,2019,2020,DIRECTING,True
American Factory,2019,2020,DOCUMENTARY (Feature),True
Learning to Skateboard in a Warzone (If You're a Girl),2019,2020,DOCUMENTARY (Short Subject),True
Ford v Ferrari,2019,2020,FILM EDITING,True
Parasite,2019,2020,INTERNATIONAL FEATURE FILM,True
Bombshell,2019,2020,MAKEUP AND HAIRSTYLING,True
Joker,2019,2020,MUSIC (Original Score),True
Rocketman,2019,2020,MUSIC (Original Song),True
Parasite,2019,2020,BEST PICTURE,True
Once upon a Time...in Hollywood,2019,2020,PRODUCTION DESIGN,True
Hair Love,2019,2020,SHORT FILM (Animated),True
The Neighbors' Window,2019,2020,SHORT FILM (Live Action),True
Ford v Ferrari,2019,2020,SOUND EDITING,True
1917,2019,2020,SOUND MIXING,True
1917,2019,2020,VISUAL EFFECTS,True
Jojo Rabbit,2019,2020,WRITING (Adapted Screenplay),True
Parasite,2019,2020,WRITING (Original Screenplay),True
The Father,2020,2021,ACTOR IN A LEADING ROLE,True
Judas and the Black Messiah,2020,2021,ACTOR IN A SUPPORTING ROLE,True
Nomadland,2020,2021,ACTRESS IN A LEADING ROLE,True
Minari,2020,2021,ACTRESS IN A SUPPORTING ROLE,True
Soul,2020,2021,ANIMATED FEATURE FILM,True
Mank,2020,2021,CINEMATOGRAPHY,True
Ma Rainey's Black Bottom,2020,2021,COSTUME DESIGN,True
Nomadland,2020,2021,DIRECTING,True
My Octopus Teacher,2020,2021,DOCUMENTARY (Feature),True
Colette,2020,2021,DOCUMENTARY (Short Subject),True
Sound of Metal,2020,2021,FILM EDITING,True
Another Round,2020,2021,INTERNATIONAL FEATURE FILM,True
Ma Rainey's Black Bottom,2020,2021,MAKEUP AND HAIRSTYLING,True
Soul,2020,2021,MUSIC (Original Score),True
Judas and the Black Messiah,2020,2021,MUSIC (Original Song),True
Nomadland,2020,2021,BEST PICTURE,True
Mank,2020,2021,PRODUCTION DESIGN,True
If Anything Happens I Love You,2020,2021,SHORT FILM (Animated),True
Two Distant Strangers,2020,2021,SHORT FILM (Live Action),True
Sound of Metal,2020,2021,SOUND,True
Tenet,2020,2021,VISUAL EFFECTS,True
The Father,2020,2021,WRITING (Adapted Screenplay),True
Promising Young Woman,2020,2021,WRITING (Original Screenplay),True
King Richard,2021,2022,ACTOR IN A LEADING ROLE,True
CODA,2021,2022,ACTOR IN A SUPPORTING ROLE,True
The Eyes of Tammy Faye,2021,2022,ACTRESS IN A LEADING ROLE,True
West Side Story,2021,2022,ACTRESS IN A SUPPORTING ROLE,True
Encanto,2021,2022,ANIMATED FEATURE FILM,True
Dune,2021,2022,CINEMATOGRAPHY,True
Cruella,2021,2022,COSTUME DESIGN,True
The Power of the Dog,2021,2022,DIRECTING,True
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021,2022,DOCUMENTARY (Feature),True
The Queen of Basketball,2021,2022,DOCUMENTARY (Short Subject),True
Dune,2021,2022,FILM EDITING,True
Drive My Car,2021,2022,INTERNATIONAL FEATURE FILM,True
The Eyes of Tammy Faye,2021,2022,MAKEUP AND HAIRSTYLING,True
Dune,2021,2022,MUSIC (Original Score),True
No Time to Die,2021,2022,MUSIC (Original Song),True
CODA,2021,2022,BEST PICTURE,True
Dune,2021,2022,PRODUCTION DESIGN,True
The Windshield Wiper,2021,2022,SHORT FILM (Animated),True
The Long Goodbye,2021,2022,SHORT FILM (Live Action),True
Dune,2021,2022,SOUND,True
Dune,2021,2022,VISUAL EFFECTS,True
CODA,2021,2022,WRITING (Adapted Screenplay),True
Belfast,2021,2022,WRITING (Original Screenplay),True
The Whale,2022,2023,ACTOR IN A LEADING ROLE,True
Everything Everywhere All at Once,2022,2023,ACTOR IN A SUPPORTING ROLE,True
Everything Everywhere All at Once,2022,2023,ACTRESS IN A LEADING ROLE,True
Everything Everywhere All at Once,2022,2023,ACTRESS IN A SUPPORTING ROLE,True
Guillermo del Toro's Pinocchio,2022,2023,ANIMATED FEATURE FILM,True
All Quiet on the Western Front,2022,2023,CINEMATOGRAPHY,True
Black Panther: Wakanda Forever,2022,2023,COSTUME DESIGN,True
Everything Everywhere All at Once,2022,2023,DIRECTING,True
Navalny,2022,2023,DOCUMENTARY FEATURE FILM,True
The Elephant Whisperers,2022,2023,DOCUMENTARY SHORT FILM,True
Everything Everywhere All at Once,2022,2023,FILM EDITING,True
All Quiet on the Western Front,2022,2023,INTERNATIONAL FEATURE FILM,True
The Whale,2022,2023,MAKEUP AND HAIRSTYLING,True
All Quiet on the Western Front,2022,2023,MUSIC (Original Score),True
RRR,2022,2023,MUSIC (Original Song),True
Everything Everywhere All at Once,2022,2023,BEST PICTURE,True
All Quiet on the Western Front,2022,2023,PRODUCTION DESIGN,True
"The Boy, the Mole, the Fox and the Horse",2022,2023,SHORT FILM (Animated),True
An Irish Goodbye,2022,2023,SHORT FILM (Live Action),True
Top Gun: Maverick,2022,2023,SOUND,True
Avatar: The Way of Water,2022,2023,VISUAL EFFECTS,True
Women Talking,2022,2023,WRITING (Adapted Screenplay),True
Everything Everywhere All at Once,2022,2023,WRITING (Original Screenplay),True
Welcome to Chechnya,2022,2023,AWARD OF COMMENDATION,True
