award_year,person_name,award_category,award_winner
1999,Elia Kazan in recognition of his indelible contributions to the art of motion picture direction.,HONORARY AWARD,True
1999,Norman Jewison,IRVING G. THALBERG MEMORIAL AWARD,True
2000,Kevin Spacey,ACTOR IN A LEADING ROLE,True
2000,Michael Caine,ACTOR IN A SUPPORTING ROLE,True
2000,Hilary Swank,ACTRESS IN A LEADING ROLE,True
2000,Angelina Jolie,ACTRESS IN A SUPPORTING ROLE,True
2000,Art Direction:  Rick Heinrichs,ART DIRECTION,True
2000,Set Decoration:  Peter Young,ART DIRECTION,True
2000,Conrad L. Hall,CINEMATOGRAPHY,True
2000,Lindy Hemming,COSTUME DESIGN,True
2000,Sam Mendes,DIRECTING,True
2000,Arthur Cohn,DOCUMENTARY (Feature),True
2000,Kevin Macdonald,DOCUMENTARY (Feature),True
2000,Susan Hannah Hadary,DOCUMENTARY (Short Subject),True
2000,William A. Whiteford,DOCUMENTARY (Short Subject),True
2000,Zach Staenberg,FILM EDITING,True
2000,Spain,FOREIGN LANGUAGE FILM,True
2000,Christine Blundell,MAKEUP,True
2000,Trefor Proud,MAKEUP,True
2000,John Corigliano,MUSIC (Original Score),True
2000,Music and Lyric by Phil Collins,MUSIC (Original Song),True
2000,Bruce Cohen and Dan Jinks,BEST PICTURE,True
2000,Producers,BEST PICTURE,True
2000,Alexander Petrov,SHORT FILM (Animated),True
2000,Barbara Schock,SHORT FILM (Live Action),True
2000,Tammy Tiehel,SHORT FILM (Live Action),True
2000,John Reitz,SOUND,True
2000,Gregg Rudloff,SOUND,True
2000,David Campbell,SOUND,True
2000,David Lee,SOUND,True
2000,Dane A. Davis,SOUND EFFECTS EDITING,True
2000,John Gaeta,VISUAL EFFECTS,True
2000,Janek Sirrs,VISUAL EFFECTS,True
2000,Steve Courtley,VISUAL EFFECTS,True
2000,Jon Thum,VISUAL EFFECTS,True
2000,John Irving,WRITING (Screenplay Based on Material Previously Produced or Published),True
2000,Alan Ball,WRITING (Screenplay Written Directly for the Screen),True
2000,Andrzej Wajda in recognition of five decades of extraordinary film direction.,HONORARY AWARD,True
2000,Warren Beatty,IRVING G. THALBERG MEMORIAL AWARD,True
2001,Russell Crowe,ACTOR IN A LEADING ROLE,True
2001,Benicio Del Toro,ACTOR IN A SUPPORTING ROLE,True
2001,Julia Roberts,ACTRESS IN A LEADING ROLE,True
2001,Marcia Gay Harden,ACTRESS IN A SUPPORTING ROLE,True
2001,Tim Yip,ART DIRECTION,True
2001,Peter Pau,CINEMATOGRAPHY,True
2001,Janty Yates,COSTUME DESIGN,True
2001,Mark Jonathan Harris,DOCUMENTARY (Feature),True
2001,Deborah Oppenheimer,DOCUMENTARY (Feature),True
2001,Tracy Seretean,DOCUMENTARY (Short Subject),True
2001,Stephen Mirrione,FILM EDITING,True
2001,Taiwan,FOREIGN LANGUAGE FILM,True
2001,Rick Baker,MAKEUP,True
2001,Gail Ryan,MAKEUP,True
2001,Tan Dun,MUSIC (Original Score),True
2001,Music and Lyric by Bob Dylan,MUSIC (Original Song),True
2001,Douglas Wick,BEST PICTURE,True
2001,David Franzoni and Branko Lustig,BEST PICTURE,True
2001,Michael Dudok de Wit,SHORT FILM (Animated),True
2001,Florian Gallenberger,SHORT FILM (Live Action),True
2001,Scott Millan,SOUND,True
2001,Bob Beemer,SOUND,True
2001,Ken Weston,SOUND,True
2001,Jon Johnson,SOUND EDITING,True
2001,John Nelson,VISUAL EFFECTS,True
2001,Neil Corbould,VISUAL EFFECTS,True
2001,Tim Burke,VISUAL EFFECTS,True
2001,Rob Harvey,VISUAL EFFECTS,True
2001,Screenplay by Stephen Gaghan,WRITING (Screenplay Based on Material Previously Produced or Published),True
2001,Written by Cameron Crowe,WRITING (Screenplay Written Directly for the Screen),True
2001,Jack Cardiff,HONORARY AWARD,True
2001,Ernest Lehman,HONORARY AWARD,True
2001,Dino De Laurentiis,IRVING G. THALBERG MEMORIAL AWARD,True
2002,Denzel Washington,ACTOR IN A LEADING ROLE,True
2002,Jim Broadbent,ACTOR IN A SUPPORTING ROLE,True
2002,Halle Berry,ACTRESS IN A LEADING ROLE,True
2002,Jennifer Connelly,ACTRESS IN A SUPPORTING ROLE,True
2002,Aron Warner,ANIMATED FEATURE FILM,True
2002,Art Direction:  Catherine Martin,ART DIRECTION,True
2002,Set Decoration:  Brigitte Broch,ART DIRECTION,True
2002,Andrew Lesnie,CINEMATOGRAPHY,True
2002,Catherine Martin,COSTUME DESIGN,True
2002,Angus Strathie,COSTUME DESIGN,True
2002,Ron Howard,DIRECTING,True
2002,Jean-Xavier de Lestrade,DOCUMENTARY (Feature),True
2002,Denis Poncet,DOCUMENTARY (Feature),True
2002,Sarah Kernochan,DOCUMENTARY (Short Subject),True
2002,Lynn Appelle,DOCUMENTARY (Short Subject),True
2002,Pietro Scalia,FILM EDITING,True
2002,Bosnia & Herzegovina,FOREIGN LANGUAGE FILM,True
2002,Peter Owen,MAKEUP,True
2002,Richard Taylor,MAKEUP,True
2002,Howard Shore,MUSIC (Original Score),True
2002,Music and Lyric by Randy Newman,MUSIC (Original Song),True
2002,Brian Grazer and Ron Howard,BEST PICTURE,True
2002,Producers,BEST PICTURE,True
2002,Ralph Eggleston,SHORT FILM (Animated),True
2002,Ray McKinnon,SHORT FILM (Live Action),True
2002,Lisa Blount,SHORT FILM (Live Action),True
2002,Michael Minkler,SOUND,True
2002,Myron Nettinga,SOUND,True
2002,Chris Munro,SOUND,True
2002,George Watters II,SOUND EDITING,True
2002,Christopher Boyes,SOUND EDITING,True
2002,Jim Rygiel,VISUAL EFFECTS,True
2002,Randall William Cook,VISUAL EFFECTS,True
2002,Richard Taylor,VISUAL EFFECTS,True
2002,Mark Stetson,VISUAL EFFECTS,True
2002,Written by Akiva Goldsman,WRITING (Screenplay Based on Material Previously Produced or Published),True
2002,Written by Julian Fellowes,WRITING (Screenplay Written Directly for the Screen),True
2002,Arthur Hiller,JEAN HERSHOLT HUMANITARIAN AWARD,True
2002,Sidney Poitier in recognition of his remarkable accomplishments as an artist and as a human being.,HONORARY AWARD,True
2002,Robert Redford:  Actor,HONORARY AWARD,True
2003,Adrien Brody,ACTOR IN A LEADING ROLE,True
2003,Chris Cooper,ACTOR IN A SUPPORTING ROLE,True
2003,Nicole Kidman,ACTRESS IN A LEADING ROLE,True
2003,Catherine Zeta-Jones,ACTRESS IN A SUPPORTING ROLE,True
2003,Hayao Miyazaki,ANIMATED FEATURE FILM,True
2003,Art Direction:  John Myhre,ART DIRECTION,True
2003,Set Decoration:  Gordon Sim,ART DIRECTION,True
2003,Conrad L. Hall,CINEMATOGRAPHY,True
2003,Colleen Atwood,COSTUME DESIGN,True
2003,Roman Polanski,DIRECTING,True
2003,Michael Moore,DOCUMENTARY (Feature),True
2003,Michael Donovan,DOCUMENTARY (Feature),True
2003,Bill Guttentag,DOCUMENTARY (Short Subject),True
2003,Robert David Port,DOCUMENTARY (Short Subject),True
2003,Martin Walsh,FILM EDITING,True
2003,Germany,FOREIGN LANGUAGE FILM,True
2003,John Jackson,MAKEUP,True
2003,Beatrice De Alba,MAKEUP,True
2003,Elliot Goldenthal,MUSIC (Original Score),True
2003,Music by Eminem,MUSIC (Original Song),True
2003,Jeff Bass and Luis Resto,MUSIC (Original Song),True
2003,Lyric by Eminem,MUSIC (Original Song),True
2003,Martin Richards,BEST PICTURE,True
2003,Producer,BEST PICTURE,True
2003,Eric Armstrong,SHORT FILM (Animated),True
2003,Martin Strange-Hansen,SHORT FILM (Live Action),True
2003,Mie Andreasen,SHORT FILM (Live Action),True
2003,Michael Minkler,SOUND,True
2003,Dominick Tavella,SOUND,True
2003,David Lee,SOUND,True
2003,Ethan Van der Ryn,SOUND EDITING,True
2003,Michael Hopkins,SOUND EDITING,True
2003,Jim Rygiel,VISUAL EFFECTS,True
2003,Joe Letteri,VISUAL EFFECTS,True
2003,Randall William Cook,VISUAL EFFECTS,True
2003,Alex Funke,VISUAL EFFECTS,True
2003,Screenplay by Ronald Harwood,WRITING (Adapted Screenplay),True
2003,Written by Pedro Almodóvar,WRITING (Original Screenplay),True
2003,Peter O'ole,HONORARY AWARD,True
2004,Sean Penn,ACTOR IN A LEADING ROLE,True
2004,Tim Robbins,ACTOR IN A SUPPORTING ROLE,True
2004,Charlize Theron,ACTRESS IN A LEADING ROLE,True
2004,Renée Zellweger,ACTRESS IN A SUPPORTING ROLE,True
2004,Andrew Stanton,ANIMATED FEATURE FILM,True
2004,Art Direction: Grant Major,ART DIRECTION,True
2004,Set Decoration: Dan Hennah and Alan Lee,ART DIRECTION,True
2004,Russell Boyd,CINEMATOGRAPHY,True
2004,Ngila Dickson and Richard Taylor,COSTUME DESIGN,True
2004,Peter Jackson,DIRECTING,True
2004,Errol Morris and Michael Williams,DOCUMENTARY (Feature),True
2004,Maryann DeLeo,DOCUMENTARY (Short Subject),True
2004,Jamie Selkirk,FILM EDITING,True
2004,Canada,FOREIGN LANGUAGE FILM,True
2004,Richard Taylor and Peter King,MAKEUP,True
2004,Howard Shore,MUSIC (Original Score),True
2004,Music and Lyric by Fran Walsh and Howard Shore and Annie Lennox,MUSIC (Original Song),True
2004,Barrie M. Osborne,BEST PICTURE,True
2004,Peter Jackson and Fran Walsh,BEST PICTURE,True
2004,Producers,BEST PICTURE,True
2004,Adam Elliot,SHORT FILM (Animated),True
2004,Aaron Schneider and Andrew J. Sacks,SHORT FILM (Live Action),True
2004,Richard King,SOUND EDITING,True
2004,Christopher Boyes,SOUND MIXING,True
2004,Michael Semanick,SOUND MIXING,True
2004,Michael Hedges and Hammond Peek,SOUND MIXING,True
2004,Jim Rygiel,VISUAL EFFECTS,True
2004,Joe Letteri,VISUAL EFFECTS,True
2004,Randall William Cook and Alex Funke,VISUAL EFFECTS,True
2004,Screenplay by Fran Walsh,WRITING (Adapted Screenplay),True
2004,Philippa Boyens & Peter Jackson,WRITING (Adapted Screenplay),True
2004,Written by Sofia Coppola,WRITING (Original Screenplay),True
2004,Blake Edwards in recognition of his writing,HONORARY AWARD,True
2005,Jamie Foxx,ACTOR IN A LEADING ROLE,True
2005,Morgan Freeman,ACTOR IN A SUPPORTING ROLE,True
2005,Hilary Swank,ACTRESS IN A LEADING ROLE,True
2005,Cate Blanchett,ACTRESS IN A SUPPORTING ROLE,True
2005,Brad Bird,ANIMATED FEATURE FILM,True
2005,Art Direction: Dante Ferretti,ART DIRECTION,True
2005,Set Decoration: Francesca Lo Schiavo,ART DIRECTION,True
2005,Robert Richardson,CINEMATOGRAPHY,True
2005,Sandy Powell,COSTUME DESIGN,True
2005,Clint Eastwood,DIRECTING,True
2005,Ross Kauffman and Zana Briski,DOCUMENTARY (Feature),True
2005,Robert Hudson and Bobby Houston,DOCUMENTARY (Short Subject),True
2005,Thelma Schoonmaker,FILM EDITING,True
2005,Spain,FOREIGN LANGUAGE FILM,True
2005,Valli O'Reilly and Bill Corso,MAKEUP,True
2005,Jan A.P. Kaczmarek,MUSIC (Original Score),True
2005,Music and Lyric by Jorge Drexler,MUSIC (Original Song),True
2005,Clint Eastwood,BEST PICTURE,True
2005,Albert S. Ruddy and Tom Rosenberg,BEST PICTURE,True
2005,Chris Landreth,SHORT FILM (Animated),True
2005,Andrea Arnold,SHORT FILM (Live Action),True
2005,Michael Silvers and Randy Thom,SOUND EDITING,True
2005,Scott Millan,SOUND MIXING,True
2005,Greg Orloff,SOUND MIXING,True
2005,Bob Beemer and Steve Cantamessa,SOUND MIXING,True
2005,John Dykstra,VISUAL EFFECTS,True
2005,Scott Stokdyk,VISUAL EFFECTS,True
2005,Anthony LaMolinara and John Frazier,VISUAL EFFECTS,True
2005,Screenplay by Alexander Payne & Jim Taylor,WRITING (Adapted Screenplay),True
2005,Screenplay by Charlie Kaufman,WRITING (Original Screenplay),True
2005,Story by Charlie Kaufman & Michel Gondry & Pierre Bismuth,WRITING (Original Screenplay),True
2005,Roger Mayer,JEAN HERSHOLT HUMANITARIAN AWARD,True
2005,Sidney Lumet in recognition of his brilliant services to screenwriters,HONORARY AWARD,True
2006,Philip Seymour Hoffman,ACTOR IN A LEADING ROLE,True
2006,George Clooney,ACTOR IN A SUPPORTING ROLE,True
2006,Reese Witherspoon,ACTRESS IN A LEADING ROLE,True
2006,Rachel Weisz,ACTRESS IN A SUPPORTING ROLE,True
2006,Nick Park and Steve Box,ANIMATED FEATURE FILM,True
2006,Art Direction:  John Myhre,ART DIRECTION,True
2006,Set Decoration:  Gretchen Rau,ART DIRECTION,True
2006,Dion Beebe,CINEMATOGRAPHY,True
2006,Colleen Atwood,COSTUME DESIGN,True
2006,Ang Lee,DIRECTING,True
2006,Luc Jacquet and Yves Darondeau,DOCUMENTARY (Feature),True
2006,Corinne Marrinan and Eric Simonson,DOCUMENTARY (Short Subject),True
2006,Hughes Winborne,FILM EDITING,True
2006,South Africa,FOREIGN LANGUAGE FILM,True
2006,Howard Berger and Tami Lane,MAKEUP,True
2006,Gustavo Santaolalla,MUSIC (Original Score),True
2006,Music and Lyric by Jordan Houston,MUSIC (Original Song),True
2006,Cedric Coleman and Paul Beauregard,MUSIC (Original Song),True
2006,Paul Haggis and Cathy Schulman,BEST PICTURE,True
2006,John Canemaker and Peggy Stern,SHORT FILM (Animated),True
2006,Martin McDonagh,SHORT FILM (Live Action),True
2006,Mike Hopkins and Ethan Van der Ryn,SOUND EDITING,True
2006,Christopher Boyes,SOUND MIXING,True
2006,Michael Semanick,SOUND MIXING,True
2006,Michael Hedges and Hammond Peek,SOUND MIXING,True
2006,Joe Letteri,VISUAL EFFECTS,True
2006,Brian Van't Hul,VISUAL EFFECTS,True
2006,Christian Rivers and Richard Taylor,VISUAL EFFECTS,True
2006,Screenplay by Larry McMurtry & Diana Ossana,WRITING (Adapted Screenplay),True
2006,Screenplay by Paul Haggis & Bobby Moresco,WRITING (Original Screenplay),True
2006,Story by Paul Haggis,WRITING (Original Screenplay),True
2006,Robert Altman in recognition of a career that has repeatedly reinvented the art form and inspired filmmakers and audiences alike.,HONORARY AWARD,True
2007,Forest Whitaker,ACTOR IN A LEADING ROLE,True
2007,Alan Arkin,ACTOR IN A SUPPORTING ROLE,True
2007,Helen Mirren,ACTRESS IN A LEADING ROLE,True
2007,Jennifer Hudson,ACTRESS IN A SUPPORTING ROLE,True
2007,George Miller,ANIMATED FEATURE FILM,True
2007,Art Direction:  Eugenio Caballero,ART DIRECTION,True
2007,Set Decoration:  Pilar Revuelta,ART DIRECTION,True
2007,Guillermo Navarro,CINEMATOGRAPHY,True
2007,Milena Canonero,COSTUME DESIGN,True
2007,Martin Scorsese,DIRECTING,True
2007,Davis Guggenheim,DOCUMENTARY (Feature),True
2007,Ruby Yang and Thomas Lennon,DOCUMENTARY (Short Subject),True
2007,Thelma Schoonmaker,FILM EDITING,True
2007,Germany,FOREIGN LANGUAGE FILM,True
2007,David Martí and Montse Ribé,MAKEUP,True
2007,Gustavo Santaolalla,MUSIC (Original Score),True
2007,Music and Lyric by Melissa Etheridge,MUSIC (Original Song),True
2007,Graham King,BEST PICTURE,True
2007,Producer,BEST PICTURE,True
2007,Torill Kove,SHORT FILM (Animated),True
2007,Ari Sandel,SHORT FILM (Live Action),True
2007,Michael Minkler,SOUND MIXING,True
2007,Bob Beemer and Willie Burton,SOUND MIXING,True
2007,John Knoll,VISUAL EFFECTS,True
2007,Hal Hickel,VISUAL EFFECTS,True
2007,Charles Gibson and Allen Hall,VISUAL EFFECTS,True
2007,Screenplay by William Monahan,WRITING (Adapted Screenplay),True
2007,Written by Michael Arndt,WRITING (Original Screenplay),True
2007,Sherry Lansing,JEAN HERSHOLT HUMANITARIAN AWARD,True
2007,Ennio Morricone in recognition of his magnificent and multifaceted contributions to the art of film music.,HONORARY AWARD,True
2008,Daniel Day-Lewis,ACTOR IN A LEADING ROLE,True
2008,Javier Bardem,ACTOR IN A SUPPORTING ROLE,True
2008,Marion Cotillard,ACTRESS IN A LEADING ROLE,True
2008,Tilda Swinton,ACTRESS IN A SUPPORTING ROLE,True
2008,Brad Bird,ANIMATED FEATURE FILM,True
2008,Art Direction: Dante Ferretti,ART DIRECTION,True
2008,Set Decoration: Francesca Lo Schiavo,ART DIRECTION,True
2008,Robert Elswit,CINEMATOGRAPHY,True
2008,Alexandra Byrne,COSTUME DESIGN,True
2008,Joel Coen and Ethan Coen,DIRECTING,True
2008,Alex Gibney and Eva Orner,DOCUMENTARY (Feature),True
2008,Cynthia Wade and Vanessa Roth,DOCUMENTARY (Short Subject),True
2008,Christopher Rouse,FILM EDITING,True
2008,Austria,FOREIGN LANGUAGE FILM,True
2008,Didier Lavergne and Jan Archibald,MAKEUP,True
2008,Dario Marianelli,MUSIC (Original Score),True
2008,Music and Lyric by Glen Hansard and Marketa Irglova,MUSIC (Original Song),True
2008,Scott Rudin,BEST PICTURE,True
2008,Ethan Coen and Joel Coen,BEST PICTURE,True
2008,Suzie Templeton and Hugh Welchman,SHORT FILM (Animated),True
2008,Philippe Pollet-Villard,SHORT FILM (Live Action),True
2008,Karen Baker Landers and Per Hallberg,SOUND EDITING,True
2008,Scott Millan,SOUND MIXING,True
2008,David Parker and Kirk Francis,SOUND MIXING,True
2008,Michael Fink,VISUAL EFFECTS,True
2008,Bill Westenhofer,VISUAL EFFECTS,True
2008,Ben Morris and Trevor Wood,VISUAL EFFECTS,True
2008,Written for the screen by Joel Coen & Ethan Coen,WRITING (Adapted Screenplay),True
2008,Written by Diablo Cody,WRITING (Original Screenplay),True
2008,Robert Boyle in recognition of one of cinema's great careers in art direction.,HONORARY AWARD,True
2009,Sean Penn,ACTOR IN A LEADING ROLE,True
2009,Heath Ledger,ACTOR IN A SUPPORTING ROLE,True
2009,Kate Winslet,ACTRESS IN A LEADING ROLE,True
2009,Penélope Cruz,ACTRESS IN A SUPPORTING ROLE,True
2009,Andrew Stanton,ANIMATED FEATURE FILM,True
2009,Art Direction: Donald Graham Burt,ART DIRECTION,True
2009,Set Decoration: Victor J. Zolfo,ART DIRECTION,True
2009,Anthony Dod Mantle,CINEMATOGRAPHY,True
2009,Michael O'Connor,COSTUME DESIGN,True
2009,Danny Boyle,DIRECTING,True
2009,James Marsh and Simon Chinn,DOCUMENTARY (Feature),True
2009,Megan Mylan,DOCUMENTARY (Short Subject),True
2009,Chris Dickens,FILM EDITING,True
2009,Japan,FOREIGN LANGUAGE FILM,True
2009,Greg Cannom,MAKEUP,True
2009,A.R. Rahman,MUSIC (Original Score),True
2009,Music by A.R. Rahman,MUSIC (Original Song),True
2009,Lyric by Gulzar,MUSIC (Original Song),True
2009,Christian Colson,BEST PICTURE,True
2009,Producer,BEST PICTURE,True
2009,Kunio Kato,SHORT FILM (Animated),True
2009,Jochen Alexander Freydank,SHORT FILM (Live Action),True
2009,Richard King,SOUND EDITING,True
2009,Ian Tapp,SOUND MIXING,True
2009,Richard Pryke and Resul Pookutty,SOUND MIXING,True
2009,Eric Barba,VISUAL EFFECTS,True
2009,Steve Preeg,VISUAL EFFECTS,True
2009,Burt Dalton and Craig Barron,VISUAL EFFECTS,True
2009,Screenplay by Simon Beaufoy,WRITING (Adapted Screenplay),True
2009,Written by Dustin Lance Black,WRITING (Original Screenplay),True
2009,Jerry Lewis,JEAN HERSHOLT HUMANITARIAN AWARD,True
2010,Jeff Bridges,ACTOR IN A LEADING ROLE,True
2010,Christoph Waltz,ACTOR IN A SUPPORTING ROLE,True
2010,Sandra Bullock,ACTRESS IN A LEADING ROLE,True
2010,Mo'Nique,ACTRESS IN A SUPPORTING ROLE,True
2010,Pete Docter,ANIMATED FEATURE FILM,True
2010,Production Design: Rick Carter and Robert Stromberg,ART DIRECTION,True
2010,Set Decoration: Kim Sinclair,ART DIRECTION,True
2010,Mauro Fiore,CINEMATOGRAPHY,True
2010,Sandy Powell,COSTUME DESIGN,True
2010,Kathryn Bigelow,DIRECTING,True
2010,Louie Psihoyos and Fisher Stevens,DOCUMENTARY (Feature),True
2010,Roger Ross Williams and Elinor Burkett,DOCUMENTARY (Short Subject),True
2010,Bob Murawski and Chris Innis,FILM EDITING,True
2010,Argentina,FOREIGN LANGUAGE FILM,True
2010,Barney Burman,MAKEUP,True
2010,Mindy Hall and Joel Harlow,MAKEUP,True
2010,Michael Giacchino,MUSIC (Original Score),True
2010,Music and Lyric by Ryan Bingham and T Bone Burnett,MUSIC (Original Song),True
2010,Kathryn Bigelow,BEST PICTURE,True
2010,Mark Boal,BEST PICTURE,True
2010,Nicolas Chartier and Greg Shapiro,BEST PICTURE,True
2010,Nicolas Schmerkin,SHORT FILM (Animated),True
2010,Joachim Back and Tivi Magnusson,SHORT FILM (Live Action),True
2010,Paul N.J. Ottosson,SOUND EDITING,True
2010,Paul N.J. Ottosson and Ray Beckett,SOUND MIXING,True
2010,Joe Letteri,VISUAL EFFECTS,True
2010,Stephen Rosenbaum,VISUAL EFFECTS,True
2010,Richard Baneham and Andrew R. Jones,VISUAL EFFECTS,True
2010,Screenplay by Geoffrey Fletcher,WRITING (Adapted Screenplay),True
2010,Written by Mark Boal,WRITING (Original Screenplay),True
2010,Lauren Bacall in recognition of her central place in the golden age of motion pictures.,HONORARY AWARD,True
2010,Roger Corman for his rich engendering of films and filmmakers.,HONORARY AWARD,True
2010,Gordon Willis for unsurpassed mastery of light,HONORARY AWARD,True
2010,John Calley,IRVING G. THALBERG MEMORIAL AWARD,True
2011,Colin Firth,ACTOR IN A LEADING ROLE,True
2011,Christian Bale,ACTOR IN A SUPPORTING ROLE,True
2011,Natalie Portman,ACTRESS IN A LEADING ROLE,True
2011,Melissa Leo,ACTRESS IN A SUPPORTING ROLE,True
2011,Lee Unkrich,ANIMATED FEATURE FILM,True
2011,Production Design: Robert Stromberg,ART DIRECTION,True
2011,Set Decoration: Karen O'Hara,ART DIRECTION,True
2011,Wally Pfister,CINEMATOGRAPHY,True
2011,Colleen Atwood,COSTUME DESIGN,True
2011,Tom Hooper,DIRECTING,True
2011,Charles Ferguson and Audrey Marrs,DOCUMENTARY (Feature),True
2011,Karen Goodman and Kirk Simon,DOCUMENTARY (Short Subject),True
2011,Angus Wall and Kirk Baxter,FILM EDITING,True
2011,Denmark,FOREIGN LANGUAGE FILM,True
2011,Rick Baker and Dave Elsey,MAKEUP,True
2011,Trent Reznor and Atticus Ross,MUSIC (Original Score),True
2011,Music and Lyric by Randy Newman,MUSIC (Original Song),True
2011,Iain Canning,BEST PICTURE,True
2011,Emile Sherman and Gareth Unwin,BEST PICTURE,True
2011,Shaun Tan and Andrew Ruhemann,SHORT FILM (Animated),True
2011,Luke Matheny,SHORT FILM (Live Action),True
2011,Richard King,SOUND EDITING,True
2011,Lora Hirschberg,SOUND MIXING,True
2011,Gary A. Rizzo and Ed Novick,SOUND MIXING,True
2011,Paul Franklin,VISUAL EFFECTS,True
2011,Chris Corbould,VISUAL EFFECTS,True
2011,Andrew Lockley and Peter Bebb,VISUAL EFFECTS,True
2011,Screenplay by Aaron Sorkin,WRITING (Adapted Screenplay),True
2011,Screenplay by David Seidler,WRITING (Original Screenplay),True
2011,Kevin Brownlow for the wise and devoted chronicling of the cinematic parade.,HONORARY AWARD,True
2011,Jean-Luc Godard for passion. For confrontation. For a new kind of cinema.,HONORARY AWARD,True
2011,Eli Wallach for a lifetime's worth of indelible screen characters.,HONORARY AWARD,True
2011,Francis Ford Coppola,IRVING G. THALBERG MEMORIAL AWARD,True
2012,Jean Dujardin,ACTOR IN A LEADING ROLE,True
2012,Christopher Plummer,ACTOR IN A SUPPORTING ROLE,True
2012,Meryl Streep,ACTRESS IN A LEADING ROLE,True
2012,Octavia Spencer,ACTRESS IN A SUPPORTING ROLE,True
2012,Gore Verbinski,ANIMATED FEATURE FILM,True
2012,Production Design: Dante Ferretti,ART DIRECTION,True
2012,Set Decoration: Francesca Lo Schiavo,ART DIRECTION,True
2012,Robert Richardson,CINEMATOGRAPHY,True
2012,Mark Bridges,COSTUME DESIGN,True
2012,Michel Hazanavicius,DIRECTING,True
2012,TJ Martin,DOCUMENTARY (Feature),True
2012,Dan Lindsay and Rich Middlemas,DOCUMENTARY (Feature),True
2012,Daniel Junge and Sharmeen Obaid-Chinoy,DOCUMENTARY (Short Subject),True
2012,Kirk Baxter and Angus Wall,FILM EDITING,True
2012,Iran,FOREIGN LANGUAGE FILM,True
2012,Mark Coulier and J. Roy Helland,MAKEUP,True
2012,Ludovic Bource,MUSIC (Original Score),True
2012,Music and Lyric by Bret McKenzie,MUSIC (Original Song),True
2012,Thomas Langmann,BEST PICTURE,True
2012,Producer,BEST PICTURE,True
2012,William Joyce and Brandon Oldenburg,SHORT FILM (Animated),True
2012,Terry George and Oorlagh George,SHORT FILM (Live Action),True
2012,Philip Stockton and Eugene Gearty,SOUND EDITING,True
2012,Tom Fleischman and John Midgley,SOUND MIXING,True
2012,Rob Legato,VISUAL EFFECTS,True
2012,Joss Williams,VISUAL EFFECTS,True
2012,Ben Grossmann and Alex Henning,VISUAL EFFECTS,True
2012,Screenplay by Alexander Payne and Nat Faxon & Jim Rash,WRITING (Adapted Screenplay),True
2012,Written by Woody Allen,WRITING (Original Screenplay),True
2012,Oprah Winfrey,JEAN HERSHOLT HUMANITARIAN AWARD,True
2012,James Earl Jones for his legacy of consistent excellence and uncommon versatility.,HONORARY AWARD,True
2012,Dick Smith for his unparalleled mastery of texture,HONORARY AWARD,True
2013,Daniel Day-Lewis,ACTOR IN A LEADING ROLE,True
2013,Christoph Waltz,ACTOR IN A SUPPORTING ROLE,True
2013,Jennifer Lawrence,ACTRESS IN A LEADING ROLE,True
2013,Anne Hathaway,ACTRESS IN A SUPPORTING ROLE,True
2013,Mark Andrews and Brenda Chapman,ANIMATED FEATURE FILM,True
2013,Claudio Miranda,CINEMATOGRAPHY,True
2013,Jacqueline Durran,COSTUME DESIGN,True
2013,Ang Lee,DIRECTING,True
2013,Malik Bendjelloul and Simon Chinn,DOCUMENTARY (Feature),True
2013,Sean Fine and Andrea Nix Fine,DOCUMENTARY (Short Subject),True
2013,William Goldenberg,FILM EDITING,True
2013,Austria,FOREIGN LANGUAGE FILM,True
2013,Lisa Westcott and Julie Dartnell,MAKEUP AND HAIRSTYLING,True
2013,Mychael Danna,MUSIC (Original Score),True
2013,Music and Lyric by Adele Adkins and Paul Epworth,MUSIC (Original Song),True
2013,Grant Heslov,BEST PICTURE,True
2013,Ben Affleck and George Clooney,BEST PICTURE,True
2013,Production Design: Rick Carter,PRODUCTION DESIGN,True
2013,Set Decoration: Jim Erickson,PRODUCTION DESIGN,True
2013,John Kahrs,SHORT FILM (Animated),True
2013,Shawn Christensen,SHORT FILM (Live Action),True
2013,Per Hallberg and Karen Baker Landers,SOUND EDITING,True
2013,Paul N.J. Ottosson,SOUND EDITING,True
2013,Andy Nelson,SOUND MIXING,True
2013,Mark Paterson and Simon Hayes,SOUND MIXING,True
2013,Bill Westenhofer,VISUAL EFFECTS,True
2013,Guillaume Rocheron,VISUAL EFFECTS,True
2013,Erik-Jan De Boer and Donald R. Elliott,VISUAL EFFECTS,True
2013,Screenplay by Chris Terrio,WRITING (Adapted Screenplay),True
2013,Written by Quentin Tarantino,WRITING (Original Screenplay),True
2013,Jeffrey Katzenberg,JEAN HERSHOLT HUMANITARIAN AWARD,True
2013,Hal Needham,HONORARY AWARD,True
2013,D.A. Pennebaker,HONORARY AWARD,True
2013,George Stevens,HONORARY AWARD,True
2014,Matthew McConaughey,ACTOR IN A LEADING ROLE,True
2014,Jared Leto,ACTOR IN A SUPPORTING ROLE,True
2014,Cate Blanchett,ACTRESS IN A LEADING ROLE,True
2014,Lupita Nyong'o,ACTRESS IN A SUPPORTING ROLE,True
2014,Chris Buck,ANIMATED FEATURE FILM,True
2014,Jennifer Lee and Peter Del Vecho,ANIMATED FEATURE FILM,True
